id,age,job,marital,education,default_status,balance,housing_loan,personal_loan,branch_id
CUST_000160,48,blue-collar,married,secondary,0,904,1,0,BR-101
CUST_000161,48,services,married,,0,1705,1,0,BR-103
CUST_000162,39,technician,single,tertiary,0,47,1,0,BR-103
CUST_000163,47,services,single,secondary,0,176,1,0,BR-103
CUST_000164,40,blue-collar,married,secondary,0,1225,1,0,BR-102
CUST_000165,45,technician,married,secondary,0,86,1,0,BR-103
CUST_000166,26,admin.,single,secondary,0,82,1,0,BR-104
CUST_000167,52,management,married,tertiary,0,271,1,0,BR-104
CUST_000168,54,technician,married,secondary,0,1378,1,0,BR-104
CUST_000169,54,admin.,married,tertiary,0,184,0,0,BR-101
CUST_000170,50,blue-collar,married,primary,0,0,0,0,BR-101
CUST_000171,35,blue-collar,married,secondary,0,0,1,0,BR-101
CUST_000172,44,services,married,secondary,0,1357,1,1,BR-102
CUST_000173,53,entrepreneur,married,,0,19,1,0,BR-101
CUST_000174,35,retired,single,primary,0,434,0,0,BR-104
CUST_000175,60,admin.,divorced,secondary,0,92,1,0,BR-102
CUST_000176,53,admin.,divorced,secondary,0,1151,1,0,BR-104
CUST_000177,48,unemployed,married,secondary,0,41,1,0,BR-104
CUST_000178,34,technician,married,secondary,0,51,1,0,BR-103
CUST_000179,54,services,married,secondary,0,214,1,0,BR-102
CUST_000180,51,management,married,secondary,0,1161,1,0,BR-103
CUST_000181,31,services,married,tertiary,0,37,1,0,BR-103
CUST_000182,35,technician,divorced,secondary,0,787,1,0,BR-103
CUST_000183,35,services,married,secondary,0,59,1,0,BR-101
CUST_000184,38,technician,married,secondary,0,253,1,0,BR-103
CUST_000185,36,admin.,married,tertiary,0,211,1,0,BR-101
CUST_000186,58,retired,married,primary,0,235,1,0,BR-103
CUST_000187,40,services,divorced,,0,4384,1,0,BR-101
CUST_000188,54,management,married,secondary,0,4080,0,0,BR-103
CUST_000189,34,blue-collar,single,secondary,0,53,1,1,BR-102
CUST_000190,31,management,single,tertiary,0,0,1,0,BR-103
CUST_000191,51,retired,married,secondary,0,2127,1,0,BR-102
CUST_000192,33,management,married,tertiary,0,377,1,0,BR-101
CUST_000193,55,management,married,tertiary,0,73,1,0,BR-101
CUST_000194,42,admin.,married,secondary,0,445,1,0,BR-102
CUST_000195,34,blue-collar,married,secondary,0,243,1,0,BR-104
CUST_000196,33,blue-collar,single,secondary,0,307,1,0,BR-101
CUST_000197,38,services,married,secondary,0,155,1,0,BR-104
CUST_000198,50,technician,divorced,tertiary,0,173,0,1,BR-102
CUST_000199,43,management,married,tertiary,0,400,1,0,BR-101
CUST_000200,61,blue-collar,divorced,primary,0,1428,1,0,BR-104
CUST_000201,47,admin.,married,secondary,0,219,1,0,BR-101
CUST_000202,48,self-employed,married,tertiary,0,7,1,0,BR-104
CUST_000203,44,blue-collar,married,secondary,0,575,1,0,BR-101
CUST_000204,35,student,single,,0,298,1,0,BR-104
CUST_000205,35,services,married,secondary,0,0,1,0,BR-102
CUST_000206,50,services,married,secondary,0,5699,1,0,BR-101
CUST_000207,41,management,married,tertiary,0,176,1,1,BR-101
CUST_000208,41,management,married,tertiary,0,517,1,0,BR-103
CUST_000209,39,services,single,,0,257,1,0,BR-101
CUST_000210,42,retired,married,secondary,0,56,1,0,BR-102
CUST_000211,38,blue-collar,married,secondary,0,-390,1,0,BR-101
CUST_000212,53,retired,married,secondary,0,330,1,0,BR-103
CUST_000213,59,housemaid,divorced,primary,0,195,0,0,BR-102
CUST_000214,36,services,married,secondary,0,301,1,0,BR-104
CUST_000215,54,blue-collar,married,primary,0,-41,1,0,BR-101
CUST_000216,40,technician,married,tertiary,0,483,1,0,BR-101
CUST_000217,47,,married,,0,28,0,0,BR-104
CUST_000218,53,unemployed,married,,0,13,0,0,BR-101
CUST_000219,46,housemaid,married,primary,0,965,0,0,BR-101
CUST_000220,39,management,married,tertiary,0,378,1,1,BR-104
CUST_000221,40,unemployed,married,secondary,0,219,1,0,BR-101
CUST_000222,28,blue-collar,married,primary,0,324,1,0,BR-104
CUST_000223,35,entrepreneur,divorced,secondary,0,-69,1,0,BR-103
CUST_000224,55,retired,married,secondary,0,0,0,1,BR-102
CUST_000225,43,technician,divorced,,0,205,1,0,BR-101
CUST_000226,48,blue-collar,married,primary,0,278,1,0,BR-102
CUST_000227,58,management,married,,0,1065,1,0,BR-101
CUST_000228,33,management,single,tertiary,0,34,1,0,BR-102
CUST_000229,36,blue-collar,married,,0,1033,0,0,BR-101
CUST_000230,53,services,divorced,secondary,0,1467,1,0,BR-101
CUST_000231,47,blue-collar,married,primary,0,-12,1,0,BR-104
CUST_000232,31,services,married,secondary,0,388,1,0,BR-102
CUST_000233,57,entrepreneur,married,secondary,0,294,1,0,BR-101
CUST_000234,53,blue-collar,married,,0,1827,0,0,BR-103
CUST_000235,55,blue-collar,married,primary,0,627,1,0,BR-101
CUST_000236,45,blue-collar,married,primary,0,25,1,0,BR-103
CUST_000237,53,admin.,divorced,secondary,0,315,1,0,BR-102
CUST_000238,37,blue-collar,married,primary,0,0,1,0,BR-103
CUST_000239,44,admin.,divorced,secondary,0,66,1,0,BR-102
CUST_000240,49,blue-collar,divorced,primary,0,-9,1,1,BR-103
CUST_000241,46,technician,married,secondary,0,349,1,1,BR-102
CUST_000242,43,entrepreneur,married,,0,100,1,0,BR-104
CUST_000243,38,admin.,married,secondary,0,0,0,0,BR-102
CUST_000244,43,technician,married,secondary,0,434,1,0,BR-102
CUST_000245,49,management,married,tertiary,0,3237,1,0,BR-101
CUST_000246,42,management,married,,0,275,0,0,BR-103
CUST_000247,22,blue-collar,single,secondary,0,0,1,0,BR-103
CUST_000248,40,management,married,tertiary,0,207,1,0,BR-102
CUST_000249,39,blue-collar,married,secondary,0,483,1,0,BR-104
CUST_000250,51,services,married,secondary,0,2248,1,0,BR-101
CUST_000251,49,admin.,married,secondary,0,428,1,0,BR-102
CUST_000252,53,blue-collar,married,secondary,0,0,1,1,BR-101
CUST_000253,34,services,single,secondary,0,0,1,0,BR-104
CUST_000254,33,technician,divorced,secondary,0,140,1,0,BR-102
CUST_000255,50,management,single,tertiary,0,297,1,0,BR-103
CUST_000256,39,blue-collar,married,primary,0,279,1,0,BR-103
CUST_000257,59,entrepreneur,divorced,secondary,0,901,1,0,BR-103
CUST_000258,30,technician,single,secondary,0,2573,1,0,BR-104
CUST_000259,36,services,married,secondary,0,143,1,1,BR-102
CUST_000260,40,blue-collar,married,secondary,0,475,1,0,BR-101
CUST_000261,53,blue-collar,married,secondary,0,70,1,0,BR-104
CUST_000262,34,management,single,tertiary,0,318,1,0,BR-101
CUST_000263,37,technician,married,secondary,0,275,1,0,BR-101
CUST_000264,42,management,divorced,tertiary,0,742,1,0,BR-101
CUST_000265,41,entrepreneur,married,primary,0,236,1,0,BR-102
CUST_000266,30,student,single,tertiary,0,25,1,0,BR-102
CUST_000267,37,management,single,tertiary,0,600,1,0,BR-101
CUST_000268,39,admin.,divorced,secondary,0,-349,1,0,BR-102
CUST_000269,41,blue-collar,married,primary,0,183,1,1,BR-104
CUST_000270,40,blue-collar,married,primary,0,0,1,0,BR-101
CUST_000271,42,management,single,tertiary,0,0,1,1,BR-104
CUST_000272,40,blue-collar,divorced,primary,0,0,1,0,BR-103
CUST_000273,57,technician,married,secondary,0,1078,1,0,BR-104
CUST_000274,56,entrepreneur,divorced,secondary,0,155,0,0,BR-103
CUST_000275,37,admin.,married,secondary,0,190,1,0,BR-101
CUST_000276,59,retired,married,secondary,0,319,1,0,BR-101
CUST_000277,39,services,divorced,secondary,0,-185,1,0,BR-102
CUST_000278,49,services,married,secondary,0,47,0,0,BR-101
CUST_000279,38,services,single,secondary,0,570,1,0,BR-104
CUST_000280,36,self-employed,married,tertiary,0,19,0,0,BR-102
CUST_000281,50,blue-collar,married,primary,0,61,1,0,BR-101
CUST_000282,41,admin.,married,secondary,0,-62,1,1,BR-103
CUST_000283,54,technician,married,tertiary,0,258,0,0,BR-101
CUST_000284,58,blue-collar,married,primary,0,76,1,0,BR-104
CUST_000285,30,blue-collar,single,secondary,0,0,1,0,BR-104
CUST_000286,33,admin.,single,secondary,0,352,1,0,BR-102
CUST_000287,47,admin.,married,secondary,0,368,1,0,BR-103
CUST_000288,50,technician,single,tertiary,0,339,1,0,BR-101
CUST_000289,32,blue-collar,married,secondary,0,1331,1,0,BR-102
CUST_000290,40,self-employed,married,secondary,0,672,1,0,BR-101
CUST_000291,37,management,married,tertiary,0,58,1,0,BR-102
CUST_000292,54,technician,single,,0,447,1,0,BR-104
CUST_000293,24,student,single,secondary,0,423,1,0,BR-103
CUST_000294,54,management,married,tertiary,0,0,0,0,BR-104
CUST_000295,34,technician,married,secondary,0,19,1,0,BR-104
CUST_000296,56,technician,divorced,primary,0,13,1,0,BR-104
CUST_000297,31,blue-collar,single,secondary,0,3,1,0,BR-102
CUST_000298,24,student,single,secondary,0,82,1,0,BR-102
CUST_000299,42,blue-collar,divorced,primary,0,28,1,0,BR-103
CUST_000300,57,technician,married,secondary,0,792,1,0,BR-104
CUST_000301,42,blue-collar,married,,0,408,1,0,BR-104
CUST_000302,51,admin.,married,secondary,0,531,1,0,BR-101
CUST_000303,57,retired,married,secondary,0,211,1,0,BR-102
CUST_000304,36,services,single,secondary,0,62,1,0,BR-102
CUST_000305,53,services,married,,0,257,1,0,BR-102
CUST_000306,50,technician,married,secondary,0,1234,1,0,BR-104
CUST_000307,54,management,married,tertiary,0,313,1,0,BR-104
CUST_000308,55,blue-collar,married,secondary,0,89,1,0,BR-103
CUST_000309,44,blue-collar,married,secondary,0,129,1,1,BR-104
CUST_000310,43,management,married,,0,0,1,0,BR-103
CUST_000311,56,admin.,married,secondary,0,353,1,0,BR-103
CUST_000312,54,technician,married,,0,851,1,0,BR-103
CUST_000313,55,services,divorced,primary,0,96,1,1,BR-102
CUST_000314,37,services,divorced,secondary,0,398,1,1,BR-102
CUST_000315,33,admin.,single,tertiary,0,193,0,0,BR-102
CUST_000316,46,admin.,married,secondary,0,-358,1,0,BR-103
CUST_000317,36,blue-collar,married,secondary,0,539,1,1,BR-102
CUST_000318,51,technician,single,secondary,0,0,1,0,BR-101
CUST_000319,40,retired,single,primary,0,0,0,0,BR-102
CUST_000320,42,blue-collar,married,secondary,0,490,1,0,BR-104
CUST_000321,51,blue-collar,married,secondary,0,0,1,0,BR-102
CUST_000322,49,blue-collar,married,,0,403,1,0,BR-102
CUST_000323,48,management,married,secondary,0,161,1,0,BR-102
CUST_000324,32,technician,divorced,tertiary,0,2558,0,0,BR-103
CUST_000325,31,admin.,single,secondary,0,98,1,0,BR-103
CUST_000326,55,management,single,tertiary,0,115,0,0,BR-102
CUST_000327,40,blue-collar,single,secondary,0,436,1,0,BR-104
CUST_000328,47,technician,married,tertiary,0,831,1,0,BR-101
CUST_000329,57,technician,married,,0,206,1,0,BR-101
CUST_000330,41,blue-collar,married,secondary,0,290,1,0,BR-101
CUST_000331,48,blue-collar,married,secondary,0,1,0,0,BR-103
CUST_000332,42,blue-collar,married,,0,57,1,0,BR-104
CUST_000333,30,blue-collar,single,secondary,0,-457,1,0,BR-102
CUST_000334,58,management,single,tertiary,0,1387,1,0,BR-102
CUST_000335,45,management,divorced,tertiary,0,24598,1,0,BR-102
CUST_000336,49,blue-collar,married,secondary,0,30,1,0,BR-103
CUST_000337,42,admin.,single,secondary,0,1022,1,0,BR-102
CUST_000338,53,technician,married,secondary,0,56,1,1,BR-104
CUST_000339,51,admin.,single,secondary,1,-2,0,0,BR-101
CUST_000340,32,services,single,secondary,0,121,1,0,BR-102
CUST_000341,41,blue-collar,single,secondary,0,842,1,0,BR-102
CUST_000342,43,management,divorced,secondary,0,693,1,0,BR-101
CUST_000343,40,blue-collar,divorced,secondary,0,-333,1,0,BR-102
CUST_000344,50,blue-collar,married,primary,0,1533,1,0,BR-103
CUST_000345,34,management,married,tertiary,0,46,1,0,BR-103
CUST_000346,53,services,married,,0,18,0,0,BR-104
CUST_000347,45,technician,married,secondary,0,44,1,0,BR-104
CUST_000348,39,blue-collar,married,primary,0,-100,1,0,BR-104
CUST_000349,44,services,married,tertiary,0,510,1,0,BR-102
CUST_000350,55,management,married,tertiary,0,685,1,0,BR-103
CUST_000351,46,management,single,tertiary,0,187,1,0,BR-101
CUST_000352,45,blue-collar,married,secondary,0,66,1,0,BR-103
CUST_000353,34,admin.,married,secondary,0,560,1,0,BR-101
CUST_000354,36,blue-collar,married,secondary,0,0,1,0,BR-104
CUST_000355,59,,divorced,,0,27,0,0,BR-102
CUST_000356,31,admin.,single,secondary,0,12,1,0,BR-102
CUST_000357,44,blue-collar,single,secondary,0,34,1,0,BR-102
CUST_000358,33,entrepreneur,single,tertiary,0,1068,1,0,BR-102
CUST_000359,40,blue-collar,married,secondary,0,211,1,0,BR-101
CUST_000360,46,admin.,single,tertiary,0,377,1,0,BR-104
CUST_000361,48,management,married,tertiary,0,263,1,0,BR-103
CUST_000362,42,services,married,secondary,0,1263,1,0,BR-103
CUST_000363,27,services,married,secondary,0,8,1,0,BR-104
CUST_000364,48,admin.,married,secondary,0,126,1,1,BR-101
CUST_000365,59,admin.,married,secondary,0,230,1,0,BR-101
CUST_000366,46,technician,married,tertiary,0,841,1,0,BR-103
CUST_000367,38,admin.,divorced,secondary,0,308,1,0,BR-104
CUST_000368,43,management,divorced,tertiary,0,1,1,0,BR-101
CUST_000369,38,admin.,divorced,tertiary,0,86,1,0,BR-101
CUST_000370,23,student,single,secondary,0,157,1,0,BR-104
CUST_000371,34,services,married,secondary,0,22,1,0,BR-102
CUST_000372,38,admin.,married,secondary,0,46,1,1,BR-101
CUST_000373,37,blue-collar,married,secondary,0,1293,0,0,BR-101
CUST_000374,25,admin.,single,secondary,0,122,1,0,BR-103
CUST_000375,48,blue-collar,married,,0,131,1,0,BR-104
CUST_000376,49,blue-collar,single,secondary,0,143,1,0,BR-104
CUST_000377,38,admin.,single,secondary,0,393,0,0,BR-103
CUST_000378,43,blue-collar,married,primary,0,98,1,0,BR-103
CUST_000379,33,management,married,tertiary,0,0,1,0,BR-101
CUST_000380,55,blue-collar,married,secondary,0,224,1,0,BR-102
CUST_000381,38,blue-collar,married,secondary,0,757,1,0,BR-101
CUST_000382,49,services,married,secondary,0,245,1,1,BR-104
CUST_000383,40,management,married,secondary,0,8486,0,0,BR-104
CUST_000384,43,admin.,married,,0,350,0,0,BR-102
CUST_000385,38,blue-collar,married,secondary,0,20,1,0,BR-101
CUST_000386,58,services,married,secondary,0,1667,1,1,BR-102
CUST_000387,57,technician,married,,0,345,1,0,BR-101
CUST_000388,32,unemployed,married,secondary,0,10,1,0,BR-103
CUST_000389,56,management,married,tertiary,0,830,1,1,BR-102
CUST_000390,58,blue-collar,divorced,,0,29,1,0,BR-102
CUST_000391,60,retired,divorced,secondary,0,545,1,0,BR-101
CUST_000392,37,technician,married,tertiary,0,8730,1,0,BR-104
CUST_000393,46,technician,divorced,tertiary,0,477,1,0,BR-104
CUST_000394,27,admin.,married,secondary,0,4,1,0,BR-101
CUST_000395,43,blue-collar,married,secondary,0,1205,1,0,BR-104
CUST_000396,32,technician,single,secondary,0,0,1,1,BR-102
CUST_000397,40,admin.,single,secondary,0,263,1,0,BR-104
CUST_000398,38,admin.,married,secondary,0,1,0,0,BR-104
CUST_000399,34,blue-collar,married,secondary,0,283,0,1,BR-103
CUST_000400,47,blue-collar,married,primary,0,206,1,0,BR-104
CUST_000401,42,housemaid,married,primary,0,17,1,0,BR-102
CUST_000402,48,technician,married,secondary,0,141,1,1,BR-101
CUST_000403,29,self-employed,single,tertiary,0,16,1,0,BR-104
CUST_000404,50,services,married,secondary,0,206,1,0,BR-104
CUST_000405,52,technician,married,,0,7,0,0,BR-102
CUST_000406,50,management,married,tertiary,0,0,0,0,BR-104
CUST_000407,58,retired,married,tertiary,0,0,0,0,BR-101
CUST_000408,46,blue-collar,divorced,primary,0,1927,1,0,BR-101
CUST_000409,38,technician,married,secondary,0,284,1,0,BR-102
CUST_000410,46,blue-collar,married,secondary,0,1660,1,0,BR-101
CUST_000411,32,services,single,secondary,0,406,1,0,BR-102
CUST_000412,51,blue-collar,married,primary,0,230,1,0,BR-104
CUST_000413,39,admin.,single,secondary,0,-25,1,0,BR-104
CUST_000414,48,admin.,married,secondary,0,182,1,0,BR-102
CUST_000415,36,entrepreneur,married,tertiary,0,1169,1,0,BR-102
CUST_000416,34,admin.,divorced,secondary,0,67,1,0,BR-102
CUST_000417,40,technician,married,secondary,0,77,0,0,BR-104
CUST_000418,43,unemployed,married,secondary,0,0,1,0,BR-101
CUST_000419,52,blue-collar,divorced,primary,0,55,1,1,BR-101
CUST_000420,33,technician,married,secondary,1,72,1,0,BR-102
CUST_000421,49,management,single,tertiary,0,163,1,0,BR-102
CUST_000422,32,management,single,tertiary,0,151,1,0,BR-102
CUST_000423,39,admin.,single,secondary,0,113,1,0,BR-103
CUST_000424,40,blue-collar,married,secondary,0,0,1,0,BR-101
CUST_000425,38,technician,single,tertiary,0,9,1,0,BR-103
CUST_000426,43,management,married,secondary,0,375,1,0,BR-101
CUST_000427,39,services,married,secondary,0,1142,1,0,BR-102
CUST_000428,54,blue-collar,married,primary,0,2102,1,0,BR-104
CUST_000429,38,technician,single,tertiary,0,4325,1,0,BR-103
CUST_000430,40,blue-collar,married,secondary,0,217,1,0,BR-102
CUST_000431,55,admin.,married,secondary,0,131,1,0,BR-101
CUST_000432,42,management,married,tertiary,0,1680,1,0,BR-102
CUST_000433,39,blue-collar,married,secondary,0,0,1,0,BR-104
CUST_000434,40,blue-collar,married,primary,0,46,1,0,BR-102
