client_id,contact_date,duration,campaign,pdays,previous,poutcome,subscribed
CUST_000044,2010-05-05,1492,1,,0,,0
CUST_000045,2010-05-05,616,1,,0,,0
CUST_000046,2010-05-05,242,1,,0,,0
CUST_000047,2010-05-05,355,1,,0,,0
CUST_000048,2010-05-05,225,2,,0,,0
CUST_000049,2010-05-05,160,1,,0,,0
CUST_000050,2010-05-05,363,1,,0,,0
CUST_000051,2010-05-05,266,1,,0,,0
CUST_000052,2010-05-05,253,1,,0,,0
CUST_000053,2010-05-05,179,1,,0,,0
CUST_000054,2010-05-05,787,1,,0,,0
CUST_000055,2010-05-05,145,1,,0,,0
CUST_000056,2010-05-05,174,1,,0,,0
CUST_000057,2010-05-05,104,1,,0,,0
CUST_000058,2010-05-05,13,1,,0,,0
CUST_000059,2010-05-05,185,1,,0,,0
CUST_000060,2010-05-05,1778,1,,0,,0
CUST_000061,2010-05-05,138,1,,0,,0
CUST_000062,2010-05-05,812,1,,0,,0
CUST_000063,2010-05-05,164,1,,0,,0
CUST_000064,2010-05-05,391,1,,0,,0
CUST_000065,2010-05-05,357,1,,0,,0
CUST_000066,2010-05-05,91,1,,0,,0
CUST_000067,2010-05-05,528,1,,0,,0
CUST_000068,2010-05-05,273,1,,0,,0
CUST_000069,2010-05-05,158,2,,0,,0
CUST_000070,2010-05-05,177,1,,0,,0
CUST_000071,2010-05-05,258,1,,0,,0
CUST_000072,2010-05-05,172,1,,0,,0
CUST_000073,2010-05-05,154,1,,0,,0
CUST_000074,2010-05-05,291,1,,0,,0
CUST_000075,2010-05-05,181,1,,0,,0
CUST_000076,2010-05-05,176,1,,0,,0
CUST_000077,2010-05-05,211,1,,0,,0
CUST_000078,2010-05-05,349,1,,0,,0
CUST_000079,2010-05-05,272,1,,0,,0
CUST_000080,2010-05-05,208,1,,0,,0
CUST_000081,2010-05-05,193,1,,0,,0
CUST_000082,2010-05-05,212,1,,0,,0
CUST_000083,2010-05-05,20,1,,0,,0
CUST_000084,2010-05-05,1042,1,,0,,1
CUST_000085,2010-05-05,246,1,,0,,0
CUST_000086,2010-05-05,529,2,,0,,0
CUST_000087,2010-05-05,1467,1,,0,,1
CUST_000088,2010-05-05,1389,1,,0,,1
CUST_000089,2010-05-05,188,2,,0,,0
CUST_000090,2010-05-05,180,2,,0,,0
CUST_000091,2010-05-05,48,1,,0,,0
CUST_000092,2010-05-05,213,2,,0,,0
CUST_000093,2010-05-05,583,1,,0,,0
CUST_000094,2010-05-05,221,1,,0,,0
CUST_000095,2010-05-05,173,1,,0,,0
CUST_000096,2010-05-05,426,1,,0,,0
CUST_000097,2010-05-05,287,1,,0,,0
CUST_000098,2010-05-05,101,1,,0,,0
CUST_000099,2010-05-05,203,1,,0,,0
CUST_000100,2010-05-05,197,1,,0,,0
CUST_000101,2010-05-05,257,1,,0,,0
CUST_000102,2010-05-05,124,1,,0,,0
CUST_000103,2010-05-05,229,1,,0,,0
CUST_000104,2010-05-05,55,3,,0,,0
CUST_000105,2010-05-05,400,1,,0,,0
CUST_000106,2010-05-05,197,1,,0,,0
CUST_000107,2010-05-05,190,1,,0,,0
CUST_000108,2010-05-05,21,1,,0,,0
CUST_000109,2010-05-05,514,1,,0,,0
CUST_000110,2010-05-05,849,2,,0,,0
CUST_000111,2010-05-05,194,1,,0,,0
CUST_000112,2010-05-05,144,1,,0,,0
CUST_000113,2010-05-05,212,2,,0,,0
CUST_000114,2010-05-05,286,1,,0,,0
CUST_000115,2010-05-05,107,1,,0,,0
CUST_000116,2010-05-05,247,2,,0,,0
CUST_000117,2010-05-05,518,1,,0,,0
CUST_000118,2010-05-05,364,1,,0,,0
CUST_000119,2010-05-05,178,1,,0,,0
CUST_000120,2010-05-05,98,1,,0,,0
CUST_000121,2010-05-05,439,1,,0,,0
CUST_000122,2010-05-05,79,1,,0,,0
CUST_000123,2010-05-05,120,3,,0,,0
CUST_000124,2010-05-05,127,2,,0,,0
CUST_000125,2010-05-05,175,1,,0,,0
CUST_000126,2010-05-05,262,2,,0,,0
CUST_000127,2010-05-05,61,1,,0,,0
CUST_000128,2010-05-05,78,1,,0,,0
CUST_000129,2010-05-05,143,1,,0,,0
CUST_000130,2010-05-05,579,1,,0,,1
CUST_000131,2010-05-05,677,1,,0,,0
CUST_000132,2010-05-05,345,1,,0,,0
CUST_000133,2010-05-05,185,1,,0,,0
CUST_000134,2010-05-05,100,2,,0,,0
CUST_000135,2010-05-05,125,2,,0,,0
CUST_000136,2010-05-05,193,1,,0,,0
CUST_000137,2010-05-05,136,1,,0,,0
CUST_000138,2010-05-05,73,1,,0,,0
CUST_000139,2010-05-05,528,1,,0,,0
CUST_000140,2010-05-05,541,1,,0,,0
CUST_000141,2010-05-05,163,1,,0,,0
CUST_000142,2010-05-05,301,1,,0,,0
CUST_000143,2010-05-05,46,1,,0,,0
CUST_000144,2010-05-05,204,1,,0,,0
CUST_000145,2010-05-05,98,1,,0,,0
CUST_000146,2010-05-05,71,1,,0,,0
CUST_000147,2010-05-05,157,2,,0,,0
CUST_000148,2010-05-05,243,1,,0,,0
CUST_000149,2010-05-05,186,2,,0,,0
CUST_000150,2010-05-05,579,2,,0,,0
CUST_000151,2010-05-05,163,2,,0,,0
CUST_000152,2010-05-05,610,2,,0,,0
CUST_000153,2010-05-05,2033,1,,0,,0
CUST_000154,2010-05-05,85,1,,0,,0
CUST_000155,2010-05-05,114,2,,0,,0
CUST_000156,2010-05-05,114,2,,0,,0
CUST_000157,2010-05-05,57,1,,0,,0
CUST_000158,2010-05-05,238,1,,0,,0
CUST_000159,2010-05-05,93,3,,0,,0
CUST_000160,2010-05-05,128,2,,0,,0
CUST_000161,2010-05-05,107,1,,0,,0
CUST_000162,2010-05-05,181,1,,0,,0
CUST_000163,2010-05-05,303,2,,0,,0
CUST_000164,2010-05-05,558,5,,0,,0
CUST_000165,2010-05-05,270,1,,0,,0
CUST_000166,2010-05-05,228,1,,0,,0
CUST_000167,2010-05-05,99,1,,0,,0
CUST_000168,2010-05-05,240,1,,0,,0
CUST_000169,2010-05-05,673,2,,0,,1
CUST_000170,2010-05-05,233,3,,0,,0
CUST_000171,2010-05-05,1056,1,,0,,0
CUST_000172,2010-05-05,250,1,,0,,0
CUST_000173,2010-05-05,252,1,,0,,0
CUST_000174,2010-05-05,138,1,,0,,0
CUST_000175,2010-05-05,130,1,,0,,0
CUST_000176,2010-05-05,412,1,,0,,0
CUST_000177,2010-05-05,179,2,,0,,0
CUST_000178,2010-05-05,19,2,,0,,0
CUST_000179,2010-05-05,458,2,,0,,0
CUST_000180,2010-05-05,717,1,,0,,0
CUST_000181,2010-05-05,313,1,,0,,0
CUST_000182,2010-05-05,683,2,,0,,0
CUST_000183,2010-05-05,1077,1,,0,,0
CUST_000184,2010-05-05,416,1,,0,,0
CUST_000185,2010-05-05,146,2,,0,,0
CUST_000186,2010-05-05,167,1,,0,,0
CUST_000187,2010-05-05,315,1,,0,,0
CUST_000188,2010-05-05,140,1,,0,,0
CUST_000189,2010-05-05,346,1,,0,,0
CUST_000190,2010-05-05,562,1,,0,,0
CUST_000191,2010-05-05,172,1,,0,,0
CUST_000192,2010-05-05,217,1,,0,,0
CUST_000193,2010-05-05,142,2,,0,,0
CUST_000194,2010-05-05,67,1,,0,,0
CUST_000195,2010-05-05,291,1,,0,,0
CUST_000196,2010-05-05,309,2,,0,,0
CUST_000197,2010-05-05,248,1,,0,,0
CUST_000198,2010-05-05,98,1,,0,,0
CUST_000199,2010-05-05,256,1,,0,,0
CUST_000200,2010-05-05,82,2,,0,,0
CUST_000201,2010-05-05,577,1,,0,,0
CUST_000202,2010-05-05,286,1,,0,,0
CUST_000203,2010-05-05,477,1,,0,,0
CUST_000204,2010-05-05,611,2,,0,,0
CUST_000205,2010-05-05,471,1,,0,,0
CUST_000206,2010-05-05,381,2,,0,,0
CUST_000207,2010-05-05,42,1,,0,,0
CUST_000208,2010-05-05,251,1,,0,,0
CUST_000209,2010-05-05,408,1,,0,,0
CUST_000210,2010-05-05,215,1,,0,,0
CUST_000211,2010-05-05,287,1,,0,,0
CUST_000212,2010-05-05,216,2,,0,,0
CUST_000213,2010-05-05,366,2,,0,,0
CUST_000214,2010-05-05,210,1,,0,,0
CUST_000215,2010-05-05,288,1,,0,,0
CUST_000216,2010-05-05,168,1,,0,,0
CUST_000217,2010-05-05,338,2,,0,,0
CUST_000218,2010-05-05,410,3,,0,,0
CUST_000219,2010-05-05,177,1,,0,,0
CUST_000220,2010-05-05,127,2,,0,,0
CUST_000221,2010-05-05,357,1,,0,,0
CUST_000222,2010-05-05,175,1,,0,,0
CUST_000223,2010-05-05,300,1,,0,,0
CUST_000224,2010-05-05,136,1,,0,,0
CUST_000225,2010-05-05,1419,1,,0,,0
CUST_000226,2010-05-05,125,2,,0,,0
CUST_000227,2010-05-05,213,3,,0,,0
CUST_000228,2010-05-05,27,1,,0,,0
CUST_000229,2010-05-05,238,2,,0,,0
CUST_000230,2010-05-05,124,1,,0,,0
CUST_000231,2010-05-05,18,1,,0,,0
CUST_000232,2010-05-05,730,2,,0,,0
CUST_000233,2010-05-05,746,2,,0,,0
CUST_000234,2010-05-05,121,1,,0,,0
CUST_000235,2010-05-05,247,1,,0,,0
CUST_000236,2010-05-05,40,1,,0,,0
CUST_000237,2010-05-05,181,2,,0,,0
CUST_000238,2010-05-05,79,1,,0,,0
CUST_000239,2010-05-05,206,1,,0,,0
CUST_000240,2010-05-05,389,1,,0,,0
CUST_000241,2010-05-05,127,1,,0,,0
CUST_000242,2010-05-05,702,1,,0,,0
CUST_000243,2010-05-05,151,1,,0,,0
CUST_000244,2010-05-05,117,1,,0,,0
CUST_000245,2010-05-05,232,3,,0,,0
CUST_000246,2010-05-05,408,2,,0,,0
CUST_000247,2010-05-05,179,2,,0,,0
CUST_000248,2010-05-05,39,1,,0,,0
CUST_000249,2010-05-05,282,1,,0,,0
CUST_000250,2010-05-05,714,2,,0,,0
CUST_000251,2010-05-05,50,1,,0,,0
CUST_000252,2010-05-05,181,1,,0,,0
CUST_000253,2010-05-05,142,1,,0,,0
CUST_000254,2010-05-05,227,1,,0,,0
CUST_000255,2010-05-05,119,1,,0,,0
CUST_000256,2010-05-05,361,1,,0,,0
CUST_000257,2010-05-05,73,3,,0,,0
CUST_000258,2010-05-05,67,2,,0,,0
CUST_000259,2010-05-05,350,1,,0,,0
CUST_000260,2010-05-05,332,2,,0,,0
CUST_000261,2010-05-05,611,2,,0,,0
CUST_000262,2010-05-05,113,2,,0,,0
CUST_000263,2010-05-05,132,1,,0,,0
CUST_000264,2010-05-05,58,3,,0,,0
CUST_000265,2010-05-05,151,1,,0,,0
CUST_000266,2010-05-05,89,2,,0,,0
CUST_000267,2010-05-05,152,1,,0,,0
CUST_000268,2010-05-05,611,2,,0,,0
CUST_000269,2010-05-05,110,2,,0,,0
CUST_000270,2010-05-05,463,1,,0,,0
CUST_000271,2010-05-05,562,2,,0,,1
CUST_000272,2010-05-05,962,1,,0,,0
CUST_000273,2010-05-05,10,4,,0,,0
CUST_000274,2010-05-05,118,3,,0,,0
CUST_000275,2010-05-05,92,2,,0,,0
CUST_000276,2010-05-05,143,3,,0,,0
CUST_000277,2010-05-05,189,3,,0,,0
CUST_000278,2010-05-05,234,2,,0,,0
CUST_000279,2010-05-05,75,2,,0,,0
CUST_000280,2010-05-05,189,2,,0,,0
CUST_000281,2010-05-05,621,3,,0,,0
CUST_000282,2010-05-05,55,2,,0,,0
CUST_000283,2010-05-05,310,4,,0,,0
CUST_000284,2010-05-05,156,2,,0,,0
CUST_000285,2010-05-05,5,2,,0,,0
CUST_000286,2010-05-05,225,2,,0,,0
CUST_000287,2010-05-05,125,2,,0,,0
CUST_000288,2010-05-05,2,3,,0,,0
CUST_000289,2010-05-05,286,2,,0,,0
CUST_000290,2010-05-05,164,2,,0,,0
CUST_000291,2010-05-05,98,2,,0,,0
CUST_000292,2010-05-05,742,2,,0,,0
CUST_000293,2010-05-05,226,3,,0,,0
CUST_000294,2010-05-05,120,2,,0,,0
CUST_000295,2010-05-05,362,4,,0,,0
CUST_000296,2010-05-05,357,2,,0,,0
CUST_000297,2010-05-05,200,2,,0,,0
CUST_000298,2010-05-05,204,2,,0,,0
CUST_000299,2010-05-05,126,3,,0,,0
CUST_000300,2010-05-05,65,2,,0,,0
CUST_000301,2010-05-05,107,2,,0,,0
CUST_000302,2010-05-05,267,2,,0,,0
CUST_000303,2010-05-05,248,2,,0,,0
CUST_000304,2010-05-05,215,2,,0,,0
CUST_000305,2010-05-05,209,2,,0,,0
CUST_000306,2010-05-05,205,2,,0,,0
CUST_000307,2010-05-05,83,2,,0,,0
CUST_000308,2010-05-05,106,3,,0,,0
CUST_000309,2010-05-05,189,2,,0,,0
CUST_000310,2010-05-05,105,2,,0,,0
CUST_000311,2010-05-05,106,2,,0,,0
CUST_000312,2010-05-05,108,2,,0,,0
CUST_000313,2010-05-05,311,2,,0,,0
CUST_000314,2010-05-05,214,2,,0,,0
CUST_000315,2010-05-05,132,2,,0,,0
CUST_000316,2010-05-05,358,2,,0,,0
CUST_000317,2010-05-05,453,2,,0,,0
CUST_000318,2010-05-05,364,2,,0,,0
CUST_000319,2010-05-05,136,2,,0,,0
CUST_000320,2010-05-05,386,2,,0,,0
CUST_000321,2010-05-05,173,2,,0,,0
CUST_000322,2010-05-05,241,2,,0,,0
CUST_000323,2010-05-05,224,3,,0,,0
CUST_000324,2010-05-05,148,2,,0,,0
CUST_000325,2010-05-05,196,2,,0,,0
CUST_000326,2010-05-05,111,4,,0,,0
CUST_000327,2010-05-05,231,3,,0,,0
CUST_000328,2010-05-05,316,3,,0,,0
CUST_000329,2010-05-05,216,3,,0,,0
CUST_000330,2010-05-05,240,2,,0,,0
CUST_000331,2010-05-05,669,3,,0,,0
CUST_000332,2010-05-05,425,2,,0,,0
CUST_000333,2010-05-05,143,2,,0,,0
CUST_000334,2010-05-05,174,5,,0,,0
CUST_000335,2010-05-05,313,3,,0,,0
CUST_000336,2010-05-05,135,4,,0,,0
CUST_000337,2010-05-05,146,2,,0,,0
CUST_000338,2010-05-05,152,2,,0,,0
CUST_000339,2010-05-05,402,3,,0,,0
CUST_000340,2010-05-05,213,2,,0,,0
CUST_000341,2010-05-05,144,3,,0,,0
CUST_000342,2010-05-05,124,3,,0,,0
CUST_000343,2010-05-05,183,2,,0,,0
CUST_000344,2010-05-05,325,2,,0,,0
CUST_000345,2010-05-05,39,4,,0,,0
CUST_000346,2010-05-05,503,2,,0,,0
CUST_000347,2010-05-05,95,4,,0,,0
CUST_000348,2010-05-05,680,2,,0,,0
CUST_000349,2010-05-05,421,4,,0,,0
CUST_000350,2010-05-05,174,3,,0,,0
CUST_000351,2010-05-05,113,2,,0,,0
CUST_000352,2010-05-05,808,2,,0,,0
CUST_000353,2010-05-05,198,3,,0,,0
CUST_000354,2010-05-05,195,2,,0,,0
CUST_000355,2010-05-05,347,3,,0,,0
CUST_000356,2010-05-05,208,2,,0,,0
CUST_000357,2010-05-05,404,4,,0,,0
CUST_000358,2010-05-05,396,2,,0,,0
CUST_000359,2010-05-05,216,4,,0,,0
CUST_000360,2010-05-05,98,2,,0,,0
CUST_000361,2010-05-05,350,2,,0,,0
CUST_000362,2010-05-06,114,2,,0,,0
CUST_000363,2010-05-06,88,3,,0,,0
CUST_000364,2010-05-06,379,2,,0,,0
CUST_000365,2010-05-06,190,3,,0,,0
CUST_000366,2010-05-06,158,1,,0,,0
CUST_000367,2010-05-06,102,1,,0,,0
CUST_000368,2010-05-06,306,1,,0,,0
CUST_000369,2010-05-06,218,1,,0,,0
CUST_000370,2010-05-06,54,1,,0,,0
CUST_000371,2010-05-06,344,1,,0,,0
CUST_000372,2010-05-06,195,1,,0,,0
CUST_000373,2010-05-06,652,1,,0,,0
CUST_000374,2010-05-06,286,1,,0,,0
CUST_000375,2010-05-06,189,1,,0,,0
CUST_000376,2010-05-06,83,1,,0,,0
CUST_000377,2010-05-06,184,2,,0,,0
CUST_000378,2010-05-06,235,1,,0,,0
CUST_000379,2010-05-06,290,1,,0,,0
CUST_000380,2010-05-06,232,1,,0,,0
CUST_000381,2010-05-06,133,1,,0,,0
CUST_000382,2010-05-06,318,1,,0,,0
CUST_000383,2010-05-06,260,3,,0,,0
CUST_000384,2010-05-06,437,1,,0,,0
CUST_000385,2010-05-06,402,1,,0,,0
CUST_000386,2010-05-06,85,1,,0,,0
CUST_000387,2010-05-06,125,1,,0,,0
CUST_000388,2010-05-06,501,4,,0,,0
CUST_000389,2010-05-06,1201,1,,0,,1
CUST_000390,2010-05-06,253,1,,0,,0
CUST_000391,2010-05-06,1030,1,,0,,1
CUST_000392,2010-05-06,149,1,,0,,0
CUST_000393,2010-05-06,114,1,,0,,0
CUST_000394,2010-05-06,243,1,,0,,0
CUST_000395,2010-05-06,769,2,,0,,0
CUST_000396,2010-05-06,135,3,,0,,0
CUST_000397,2010-05-06,231,1,,0,,0
CUST_000398,2010-05-06,76,1,,0,,0
CUST_000399,2010-05-06,199,1,,0,,0
CUST_000400,2010-05-06,152,1,,0,,0
CUST_000401,2010-05-06,124,1,,0,,0
CUST_000402,2010-05-06,424,1,,0,,0
CUST_000403,2010-05-06,43,1,,0,,0
CUST_000404,2010-05-06,154,1,,0,,0
CUST_000405,2010-05-06,203,2,,0,,0
CUST_000406,2010-05-06,326,1,,0,,0
CUST_000407,2010-05-06,393,1,,0,,0
CUST_000408,2010-05-06,241,3,,0,,0
CUST_000409,2010-05-06,483,1,,0,,0
CUST_000410,2010-05-06,259,1,,0,,0
CUST_000411,2010-05-06,227,1,,0,,0
CUST_000412,2010-05-06,673,1,,0,,0
CUST_000413,2010-05-06,576,1,,0,,0
CUST_000414,2010-05-06,180,2,,0,,0
CUST_000415,2010-05-06,168,2,,0,,0
CUST_000416,2010-05-06,90,1,,0,,0
CUST_000417,2010-05-06,505,1,,0,,0
CUST_000418,2010-05-06,245,1,,0,,0
CUST_000419,2010-05-06,186,1,,0,,0
CUST_000420,2010-05-06,623,1,,0,,0
CUST_000421,2010-05-06,496,3,,0,,0
CUST_000422,2010-05-06,118,1,,0,,0
CUST_000423,2010-05-06,342,1,,0,,0
CUST_000424,2010-05-06,225,1,,0,,0
CUST_000425,2010-05-06,185,3,,0,,0
CUST_000426,2010-05-06,196,2,,0,,0
CUST_000427,2010-05-06,276,1,,0,,0
CUST_000428,2010-05-06,76,1,,0,,0
CUST_000429,2010-05-06,87,1,,0,,0
CUST_000430,2010-05-06,195,1,,0,,0
CUST_000431,2010-05-06,744,1,,0,,0
CUST_000432,2010-05-06,765,1,,0,,0
CUST_000433,2010-05-06,262,1,,0,,0
CUST_000434,2010-05-06,119,1,,0,,0
CUST_000435,2010-05-06,198,2,,0,,0
CUST_000436,2010-05-06,150,1,,0,,0
CUST_000437,2010-05-06,241,1,,0,,0
CUST_000438,2010-05-06,181,1,,0,,0
CUST_000439,2010-05-06,196,1,,0,,0
CUST_000440,2010-05-06,149,1,,0,,0
CUST_000441,2010-05-06,246,1,,0,,0
CUST_000442,2010-05-06,112,1,,0,,0
CUST_000443,2010-05-06,309,2,,0,,0
CUST_000444,2010-05-06,278,1,,0,,0
CUST_000445,2010-05-06,140,1,,0,,0
CUST_000446,2010-05-06,136,1,,0,,0
CUST_000447,2010-05-06,1623,1,,0,,1
CUST_000448,2010-05-06,101,1,,0,,0
CUST_000449,2010-05-06,144,1,,0,,0
CUST_000450,2010-05-06,238,1,,0,,0
CUST_000451,2010-05-06,354,1,,0,,0
CUST_000452,2010-05-06,79,1,,0,,0
CUST_000453,2010-05-06,187,1,,0,,0
CUST_000454,2010-05-06,451,2,,0,,0
CUST_000455,2010-05-06,159,1,,0,,0
CUST_000456,2010-05-06,409,1,,0,,0
CUST_000457,2010-05-06,170,1,,0,,0
CUST_000458,2010-05-06,608,1,,0,,1
CUST_000459,2010-05-06,243,1,,0,,0
CUST_000460,2010-05-06,145,2,,0,,0
CUST_000461,2010-05-06,112,1,,0,,0
CUST_000462,2010-05-06,262,2,,0,,0
CUST_000463,2010-05-06,124,1,,0,,0
CUST_000464,2010-05-06,53,1,,0,,0
CUST_000465,2010-05-06,134,1,,0,,0
CUST_000466,2010-05-06,204,4,,0,,0
CUST_000467,2010-05-06,186,1,,0,,0
CUST_000468,2010-05-06,678,1,,0,,0
CUST_000469,2010-05-06,182,1,,0,,0
CUST_000470,2010-05-06,162,1,,0,,0
CUST_000471,2010-05-06,27,1,,0,,0
CUST_000472,2010-05-06,699,3,,0,,0
CUST_000473,2010-05-06,43,1,,0,,0
CUST_000474,2010-05-06,97,1,,0,,0
CUST_000475,2010-05-06,1677,1,,0,,1
CUST_000476,2010-05-06,283,2,,0,,0
CUST_000477,2010-05-06,323,1,,0,,0
CUST_000478,2010-05-06,82,1,,0,,0
CUST_000479,2010-05-06,310,1,,0,,0
CUST_000480,2010-05-06,185,1,,0,,0
CUST_000481,2010-05-06,47,1,,0,,0
CUST_000482,2010-05-06,145,1,,0,,0
CUST_000483,2010-05-06,204,1,,0,,0
CUST_000484,2010-05-06,187,1,,0,,0
CUST_000485,2010-05-06,30,2,,0,,0
CUST_000486,2010-05-06,472,1,,0,,0
CUST_000487,2010-05-06,448,1,,0,,0
CUST_000488,2010-05-06,264,1,,0,,0
CUST_000489,2010-05-06,169,1,,0,,0
CUST_000490,2010-05-06,288,1,,0,,0
CUST_000491,2010-05-06,176,2,,0,,0
CUST_000492,2010-05-06,215,1,,0,,0
CUST_000493,2010-05-06,337,1,,0,,0
CUST_000494,2010-05-06,278,1,,0,,0
CUST_000495,2010-05-06,188,2,,0,,0
CUST_000496,2010-05-06,174,2,,0,,0
CUST_000497,2010-05-06,226,2,,0,,0
CUST_000498,2010-05-06,190,1,,0,,0
CUST_000499,2010-05-06,111,2,,0,,0
CUST_000500,2010-05-06,164,1,,0,,0
CUST_000501,2010-05-06,157,2,,0,,0
CUST_000502,2010-05-06,46,1,,0,,0
CUST_000503,2010-05-06,374,1,,0,,0
CUST_000504,2010-05-06,349,1,,0,,0
CUST_000505,2010-05-06,325,1,,0,,0
CUST_000506,2010-05-06,233,2,,0,,0
CUST_000507,2010-05-06,531,1,,0,,0
CUST_000508,2010-05-06,153,1,,0,,0
CUST_000509,2010-05-06,80,1,,0,,0
CUST_000510,2010-05-06,232,1,,0,,0
CUST_000511,2010-05-06,118,1,,0,,0
CUST_000512,2010-05-06,190,1,,0,,0
CUST_000513,2010-05-06,918,1,,0,,1
CUST_000514,2010-05-06,238,1,,0,,0
CUST_000515,2010-05-06,82,1,,0,,0
CUST_000516,2010-05-06,198,3,,0,,0
CUST_000517,2010-05-06,160,2,,0,,0
CUST_000518,2010-05-06,211,1,,0,,0
CUST_000519,2010-05-06,120,1,,0,,0
CUST_000520,2010-05-06,136,1,,0,,0
CUST_000521,2010-05-06,269,1,,0,,0
CUST_000522,2010-05-06,157,1,,0,,0
CUST_000523,2010-05-06,128,1,,0,,0
CUST_000524,2010-05-06,211,1,,0,,0
CUST_000525,2010-05-06,267,2,,0,,0
CUST_000526,2010-05-06,371,2,,0,,0
CUST_000527,2010-05-06,288,2,,0,,0
CUST_000528,2010-05-06,221,1,,0,,0
CUST_000529,2010-05-06,427,1,,0,,0
CUST_000530,2010-05-06,310,1,,0,,0
CUST_000531,2010-05-06,158,1,,0,,0
CUST_000532,2010-05-06,604,3,,0,,0
CUST_000533,2010-05-06,198,1,,0,,0
CUST_000534,2010-05-06,145,1,,0,,0
CUST_000535,2010-05-06,247,1,,0,,0
CUST_000536,2010-05-06,179,2,,0,,0
CUST_000537,2010-05-06,73,1,,0,,0
CUST_000538,2010-05-06,263,2,,0,,0
CUST_000539,2010-05-06,13,1,,0,,0
CUST_000540,2010-05-06,79,2,,0,,0
CUST_000541,2010-05-06,416,1,,0,,0
CUST_000542,2010-05-06,162,1,,0,,0
CUST_000543,2010-05-06,129,1,,0,,0
CUST_000544,2010-05-06,150,1,,0,,0
CUST_000545,2010-05-06,43,1,,0,,0
CUST_000546,2010-05-06,191,1,,0,,0
CUST_000547,2010-05-06,26,1,,0,,0
CUST_000548,2010-05-06,250,1,,0,,0
CUST_000549,2010-05-06,146,1,,0,,0
CUST_000550,2010-05-06,416,1,,0,,0
CUST_000551,2010-05-06,121,2,,0,,0
CUST_000552,2010-05-06,114,2,,0,,0
CUST_000553,2010-05-06,289,1,,0,,0
CUST_000554,2010-05-06,225,1,,0,,0
CUST_000555,2010-05-06,123,1,,0,,0
CUST_000556,2010-05-06,130,2,,0,,0
CUST_000557,2010-05-06,161,2,,0,,0
CUST_000558,2010-05-06,149,2,,0,,0
CUST_000559,2010-05-06,268,2,,0,,0
CUST_000560,2010-05-06,259,2,,0,,0
CUST_000561,2010-05-06,26,1,,0,,0
CUST_000562,2010-05-06,153,1,,0,,0
CUST_000563,2010-05-06,424,2,,0,,0
CUST_000564,2010-05-06,179,2,,0,,0
CUST_000565,2010-05-06,97,1,,0,,0
CUST_000566,2010-05-06,383,1,,0,,0
CUST_000567,2010-05-06,440,1,,0,,0
CUST_000568,2010-05-06,23,1,,0,,0
CUST_000569,2010-05-06,195,1,,0,,0
CUST_000570,2010-05-06,1297,3,,0,,1
CUST_000571,2010-05-06,87,1,,0,,0
CUST_000572,2010-05-06,427,1,,0,,0
CUST_000573,2010-05-06,189,1,,0,,0
CUST_000574,2010-05-06,195,1,,0,,0
CUST_000575,2010-05-06,179,1,,0,,0
CUST_000576,2010-05-06,179,1,,0,,0
CUST_000577,2010-05-06,69,1,,0,,0
CUST_000578,2010-05-06,105,2,,0,,0
CUST_000579,2010-05-06,266,3,,0,,0
